상권명,자치구,법정동,엑스좌표_값,와이좌표_값,아파트_단지_수,아파트_평균_면적,주중_매출_금액,주말_매출_금액,당월_매출_건수,시간대_11~14_매출_금액
개봉동 현대아파트,구로구,개봉3동,187258,443281,75,49,301746662,112349328,56544,122024336
구로역,구로구,구로2동,189215,444765,4,73,635114063,68516681,111885,352448487
구로구청,구로구,구로5동,190351,444133,13,52,400369227,119137912,114925,181159604
신도림역,구로구,구로5동,190308,445419,1,109,933952751,448213782,171690,408159422
구로디지털단지,구로구,구로3동,190727,442738,23,48,4875913170,302026867,909508,2361191248
구로디지털단지역,구로구,구로3동,191249,442646,7,47,1073891007,465193803,212705,324064996
가산디지털단지,금천구,가산동,189641,441969,10,44,15182303299,5608226735,2187031,7518939274
독산동,금천구,독산1동,190614,441262,36,52,497024872,172019157,103266,233725742
서울시흥동우체국(홈플러스시흥점),금천구,시흥1동,191269,439239,9,46,168715617,86478174,39538,63211089
구로전화국,금천구,독산3동,191634,442281,56,44,198000686,76251954,24368,63379032
양평역,영등포구,양평1동,190179,447330,2,52,193596690,34845227,45169,93081115
영등포구청역,영등포구,당산1동,190525,447328,4,35,1200023827,335068641,221226,652995255
당산2동(영등포우체국),영등포구,당산2동,190924,447794,6,51,799662654,184189006,128303,403499153
대림3동사거리,영등포구,대림3동,190957,444527,30,44,154696040,50769759,36309,81746849
영등포청과시장교차로,영등포구,당산1동,190996,446852,11,31,150453987,34835984,21601,47981605
대림역,영등포구,대림3동,190958,443850,23,48,290970187,180319439,59690,124335020
당산역,영등포구,당산2동,191262,448366,12,40,2745555606,1208470484,425662,930288240
영중로,영등포구,영등포동,191608,447515,2,28,122695905,9206672,19852,58519532
영등포역(영등포),영등포구,영등포동,191662,446554,15,23,1846861699,1107230519,403099,651231304
한강성심병원,영등포구,영등포동,192123,447061,12,38,124502334,22600793,25237,73818033
보라매역,동작구,대방동,193019,444434,20,52,356509817,127544740,62166,174585977
여의도역(여의도),영등포구,여의동,193481,447024,2,135,10971283275,1092304407,1323453,5740092190
63빌딩,영등포구,여의동,194670,446691,1,234,294133338,24856857,51443,151322767
보라매공원,동작구,신대방2동,193370,443533,24,92,2216527359,890923995,429894,1111613385
신대방삼거리역,동작구,대방동,193572,444444,56,54,279449214,149144676,84962,108078777
노량진역(노량진),동작구,노량진1동,194719,446060,10,40,1445126296,651767519,469270,547207264
장승배기역,동작구,상도2동,194741,444997,15,48,130787874,55237163,29442,58447097
총신대학교,동작구,사당5동,196863,443233,27,50,10178483,104115,1521,5102131
"총신대입구역(이수, 총신대)",동작구,사당2동,198382,442950,33,59,1335908014,659537821,242809,509070661
신림역(신림),관악구,신림동,193830,442811,63,40,1111740923,581146985,311450,331345546
녹두거리(대학동),관악구,대학동,194428,441211,2,39,720684780,375543943,213435,309001585
서울대입구역,관악구,청룡동,195747,442391,23,43,1266667597,663934458,292888,422711890
사당역(사당),서초구,방배2동,198414,442010,61,61,1697373705,833370070,270863,630979356
방배동가구거리(사당동가구거리),서초구,방배본동,198539,443946,37,57,87568557,15252635,11187,42095816
방배동카페골목,서초구,방배본동,198745,444033,29,55,2538616009,1055733991,429981,1067712134
사당역 11번(사당역먹자골목),서초구,방배2동,198745,442219,63,61,44736539,20937255,6561,23708039
내방역,서초구,방배4동,199436,443193,63,61,1654362576,466651234,241370,832636921
서래마을카페거리(서래마을),서초구,반포4동,199830,444291,45,103,549734166,296743526,79873,268260335
방배역,서초구,방배1동,199758,442469,54,57,1191956778,361067281,204423,503438436
고속터미널(고속터미널역),서초구,반포4동,200465,445065,1,85,500132804,282807076,129440,229786334
서울고교교차로,서초구,서초3동,200389,442559,6,67,157701298,38178739,35456,72574016
서초역,서초구,서초3동,200760,443557,13,85,2120505457,786956262,305678,1465490470
삼호가든사거리,서초구,반포4동,200968,444742,9,100,489195121,155397890,115646,203523952
서초3동사거리,서초구,서초3동,201041,442583,34,73,1413274986,318211954,186510,716151012
교대입구교차로,서초구,서초3동,201112,443144,37,66,1149785995,285881171,146012,605854577
교대역(법원.검찰청),서초구,서초1동,201307,443806,60,67,3532158746,642576797,535335,1662129785
남부터미널역,서초구,서초1동,201602,442852,29,76,1719881722,389023512,395485,821257011
논현역 4번,서초구,반포1동,201666,445438,100,48,18184942,4351782,2788,8706983
신논현역 1번,서초구,반포1동,201758,445107,81,46,358223267,73511504,50700,175185236
신사역,서초구,잠원동,201729,446276,48,61,3484855718,905043752,564842,1493671600
양재역,서초구,도곡1동,203010,442784,62,64,3126880525,682896036,408265,1634827720
양재화물트럭터미널앞,서초구,양재2동,203255,440496,4,78,320314361,33640169,42090,212568958
교육개발원입구사거리,서초구,양재1동,203394,441974,22,43,250989219,93457315,40204,146103575
"양재시민의숲역(양재동꽃시장, aT센터)",서초구,양재2동,203571,441107,26,59,1359075604,404435763,174717,806534125
양재천카페거리,서초구,양재1동,203846,442351,22,50,137152643,111969329,10061,74729140
포이사거리(삼호물산),서초구,양재2동,203986,441948,110,46,2210360391,528955361,270368,1026217137
논현역,강남구,논현1동,201936,445730,47,66,3862145205,845874342,648480,1737358128
가로수길,강남구,신사동,201996,446810,51,65,2480143572,1217232890,346585,970498339
신논현역,강남구,논현1동,202235,445062,56,46,4367375417,1414674048,740829,1743227953
압구정역,강남구,신사동,202482,447331,18,85,2450981905,830364185,424102,1075675910
강남역,서초구,서초2동,202454,444235,30,75,10596779255,3289987392,1858147,4419202440
강남을지병원,강남구,압구정동,202498,446725,41,53,1003663310,175172219,142744,417303634
학동역,강남구,논현1동,202659,446009,79,61,2070312867,351487533,313104,1078132457
뱅뱅사거리,강남구,역삼1동,202785,443423,40,55,5509282509,595676440,905802,2834346168
도산공원교차로,강남구,압구정동,202968,446898,29,75,350748413,39930525,42561,207785398
언주역(차병원),강남구,논현2동,203009,445326,60,65,956407174,209322365,123152,451951081
성수대교남단,강남구,압구정동,203046,447576,7,68,621522071,176988127,93249,293183289
서울세관,강남구,논현2동,203125,446206,23,100,700228210,112412413,94621,356342219
역삼역,강남구,역삼1동,203179,444549,82,56,10168933045,1128341977,1309621,5129106876
구역삼세무서,강남구,역삼1동,203290,444009,124,46,2404756595,414914609,330427,1235761773
경복아파트교차로,강남구,역삼1동,203449,445392,15,40,1258040376,107618972,196607,574466660
학동사거리,강남구,청담동,203460,447067,12,89,2439834433,1142383603,214229,1599928689
도곡1동,강남구,역삼1동,203531,443680,44,49,870842304,116897015,121008,536206022
압구정로데오역(압구정로데오),강남구,압구정동,203548,447476,15,148,1910887690,1115742861,160017,829050806
강남구청역,강남구,논현2동,203597,446308,21,59,2512117427,485152084,451441,1246085451
르네상스호텔사거리,강남구,역삼1동,203786,444848,17,57,2837157314,397616179,362529,1684649424
매봉역,강남구,도곡2동,203882,442769,21,67,1729328034,660685202,190164,961390689
개나리아파트,강남구,역삼2동,203905,444200,46,50,623378966,46517919,107213,280325658
선정릉역,강남구,삼성2동,204022,445778,166,60,952287802,113456674,136634,555785919
청담사거리(청담동명품거리),강남구,청담동,204217,447261,43,101,955008195,208968195,117997,455298256
"강남구청(청담역_8번, 강남세무서)",강남구,청담동,204377,446586,19,100,212303032,73674368,28120,94561851
선릉역,강남구,대치4동,204364,445017,87,40,4975946590,782546163,702164,2474238985
도성초등학교,강남구,대치4동,204639,444576,21,56,385389437,181338782,84914,174770483
한티역,강남구,대치4동,204740,444220,18,59,1009869182,600943258,186708,404755205
삼성중앙역,강남구,삼성2동,204752,445788,78,55,1226663763,259853310,137828,648532570
영동대교남단교차로,강남구,청담동,204844,447175,6,150,64522228,37176433,5055,25880805
포스코사거리,강남구,삼성2동,204975,445263,30,64,4102598423,266477776,525880,1947321996
경기고교사거리(경기고교앞사거리),강남구,청담동,205005,446809,1,68,80045822,7369046,15369,40171227
대치사거리,강남구,대치4동,205165,444843,92,53,663782616,268626625,153956,290445422
은마아파트,강남구,대치4동,205359,444378,14,66,786998483,294875054,160042,326157329
대치역,강남구,대치1동,205508,443861,5,128,571017750,190084010,182653,211112478
봉은사역,강남구,삼성1동,205516,446111,6,60,809481399,73791230,117898,405667468
삼성역,강남구,대치2동,205584,445468,8,63,6090633017,1144311612,1010475,3195369494
휘문고교사거리,강남구,대치2동,205806,444988,9,88,120408337,28136767,32521,58692118
잠실새내역(신천),송파구,잠실본동,207301,445671,67,45,3603540235,1714755166,736666,1505442764
석촌고분역,송파구,석촌동,208581,444877,57,46,945604695,449612839,218871,473891453
잠실역,송파구,잠실6동,208953,446061,5,164,4651559134,1566649298,705548,2393150018
석촌역(석촌호수),송파구,송파1동,209420,445178,138,50,1596789437,1114021696,220536,788555673
방이동먹자골목,송파구,방이2동,209657,446106,57,48,1213407357,720141527,194605,405466549
송파사거리(송파역),송파구,석촌동,209754,444634,19,49,223089113,82445535,66763,91092350
송파나루역,송파구,송파1동,209906,445634,30,48,229202197,140985366,36923,113587290
몽촌토성역,송파구,방이2동,210030,446282,16,49,191709977,68425394,31127,98801147
가락시장역,송파구,가락본동,210499,443922,18,54,689829374,203422053,120704,269050491
문정역,송파구,문정2동,210608,442903,13,59,2076409914,293300100,349781,1131547011
장지역(가든파이브),송파구,문정2동,210906,442074,2,70,1097993872,419519118,254893,510458395
경찰병원역,송파구,가락본동,210683,444197,63,46,813908268,143068126,137548,273860023
방이역,송파구,방이1동,211087,445537,6,60,1302219488,586544507,343982,474570359
오금역,송파구,가락본동,211154,444709,66,56,407428527,92168065,81588,194365396
개롱역,송파구,가락2동,211903,444074,78,51,257843599,114549986,45365,105650166
거여역,송파구,거여2동,212871,443719,35,52,282433597,140673752,65039,111858701
강동구청역,강동구,성내1동,210844,447756,74,51,684981402,286936018,119096,374338672
천호역,강동구,천호2동,210998,448898,15,64,773333791,341207001,196576,283280825
암사역,강동구,암사2동,211298,450214,37,40,191597818,100067329,62146,77430953
둔촌역,강동구,성내3동,211926,447436,44,53,383729147,186880387,100139,172724531
길동역,강동구,길동,212223,448561,55,48,877995400,311994107,211739,362244484
굽은다리역,강동구,천호1동,212606,449599,37,56,124176934,66422596,40633,55993130
명일역,강동구,명일1동,212758,450202,23,52,302032488,157217819,56601,110656078
고덕역,강동구,명일2동,213696,450444,2,100,1226222425,591676793,348344,472627708
통인시장,종로구,청운효자동,197351,453449,6,79,852976437,366040991,80304,368125052
세종마을음식문화거리(금천교시장),종로구,사직동,197423,453030,8,71,131999195,48775047,30534,64193801
중부시장(신중부시장),중구,광희동,200023,451787,1,16,308580384,68365493,30440,180888491
약수시장,중구,약수동,200969,450370,7,63,15738896,8261104,5578,8445269
동화동 골목형상점가,중구,동화동,201543,451430,8,60,64023848,50900618,14180,30129721
"황학시장(서울중앙시장, 신중앙시장)",중구,황학동,201889,451973,3,44,55504587,23049702,21829,21943506
용산용문시장,용산구,용문동,196483,448549,5,31,80625481,24222713,18733,46214859
후암시장,용산구,후암동,197903,450066,9,69,34178348,2210642,4629,28203372
무학봉상점가,성동구,왕십리2동,202706,451363,6,52,11495462,3492457,1923,4207575
행당시장상점가,성동구,행당1동,202943,451296,7,40,304180746,136194524,43923,147887173
왕십리도선동상점가,성동구,왕십리도선동,203030,451634,7,46,185860552,79987793,60120,90796092
마장축산물시장,성동구,마장동,203467,452337,9,50,73431486,21035813,11910,36305074
뚝섬역상점가,성동구,성수1가2동,204339,449882,7,42,698150780,179758581,130854,338028725
성동용답상가시장,성동구,용답동,204691,451606,16,60,232102729,102681014,65815,117044007
뚝도시장,성동구,성수2가1동,204817,448747,1,63,10712830,2604130,191,0
화양제일골목시장,광진구,화양동,206085,449309,5,26,54733198,30329509,15590,15390672
"중곡제일시장(중곡제일골목시장, 광성시장)",광진구,중곡1동,207176,451590,6,44,29285576,14924329,2855,13120909
서울약령시장,동대문구,제기동,203314,453617,5,37,7512723,1487277,1482,2794751
회기시장,동대문구,회기동,204907,454615,4,41,122640115,49499829,24613,51668456
답십리시장,동대문구,답십리2동,205141,452676,1,64,21402653,11568677,6699,11091318
장미제일시장(중화동제일시장),중랑구,중화2동,206703,456124,9,43,3253875,3192575,853,1389409
중랑동부시장,중랑구,면목2동,206787,454757,16,39,274183507,158218748,74053,87226959
묵1동도깨비시장,중랑구,묵1동,207110,457444,16,51,39819440,20862367,7377,28089220
면목골목시장(면목시장),중랑구,면목7동,207544,453238,20,66,39652616,24188588,12312,18158462
"동원전통종합시장(동원시장, 동원전통시장 상점가)",중랑구,면목본동,208009,454485,23,52,120094785,63272274,40144,46362037
사가정시장,중랑구,면목3?8동,208001,453529,13,49,35736038,22975530,9914,11663852
우림골목시장,중랑구,망우본동,208640,455380,23,49,53070262,25140480,8981,20600059
정릉시장,성북구,정릉3동,200788,456537,19,46,102184378,66792517,19856,49991323
삼양골목시장(삼양시장),강북구,삼양동,201680,458392,6,62,82338883,42167015,24654,40922833
수유중앙골목시장(수유중앙시장),강북구,수유3동,201872,460117,18,55,9698872,2070263,238,0
"수유전통시장(수유시장, 수유골목시장)",강북구,수유1동,201998,459062,5,57,5868236,6144093,768,2941795
강북종합전통시장(강북종합골목시장),강북구,수유3동,202329,460268,21,49,3306187,970306,741,1560629
숭인시장,강북구,송천동,202587,457096,1,40,26169833,11335873,4993,9824789
방천골목시장,강북구,송중동,202925,457018,1,51,35640840,21258975,10130,13079283
쌍문시장(쌍문역골목시장),도봉구,쌍문3동,202853,460960,49,50,220850867,114906130,60402,83370722
쌍문역동측상점가,도봉구,창1동,203089,460798,5,33,87834263,42128289,20023,28487896
방학동도깨비시장,도봉구,방학2동,203111,462837,10,46,88931285,55552266,37071,39813257
창동신창시장,도봉구,창2동,203283,460012,46,53,34209495,17213144,7713,15156576
오!도봉거리 상점가,도봉구,도봉2동,204052,463707,7,39,2812137,1557181,506,2843800
공릉동 도깨비시장,노원구,공릉1동,206706,458084,22,58,3305979,4095284,1305,3491941
응암오거리상점가,은평구,응암3동,192561,454386,31,51,27062223,20121016,5674,11747302
응암시장(신응암시장),은평구,응암2동,192811,454967,1,56,15820587,11177886,1240,486958
연신내상점가(연빛거리),은평구,갈현1동,192841,457827,15,46,610735805,353997512,126833,165768203
대조시장,은평구,대조동,193520,456658,38,42,13403695,6946855,2491,7362874
불광먹자골목 골목형상점가,은평구,불광1동,193917,456762,17,31,97428724,44299777,16285,46280877
"이화여대 3,5,7길 상점가",서대문구,신촌동,195141,450967,8,21,1614978573,402894718,333882,581910243
아현가구거리상점가,서대문구,북아현동,196352,450951,2,32,2016516,3791246,893,3006238
상암동상점가,마포구,상암동,190781,453048,30,28,2069517983,225252128,216874,1148087534
망원월드컵시장,마포구,망원2동,191644,450958,25,49,24213645,18769530,6175,10281410
망원시장,마포구,망원1동,191763,450761,48,52,22992628,15991921,4355,9121361
홍대소상공인상점가,마포구,서교동,193084,450375,7,35,2051193344,1459033016,249953,553934789
홍대 걷고싶은 거리,마포구,서교동,193388,450714,5,38,1394064723,960147435,283176,476797258
용강동 상점가,마포구,용강동,194876,449054,4,78,44778716,12800477,7792,30030484
도화동 상점가,마포구,도화동,195525,448962,15,57,862179363,295543638,158938,377008095
신영시장,양천구,신월1동,185484,448177,11,48,3846526,2153474,1051,1989142
서서울 골목형상점가,양천구,신월1동,185608,447927,3,56,4601973,2477543,1109,1834473
경창시장,양천구,신월2동,186037,447238,14,57,46353083,25081478,14896,23704755
목동깨비시장(목3동시장),양천구,목3동,188063,449908,12,55,87133864,41659177,28503,36424602
목사랑시장(목4동시장),양천구,목4동,188196,448723,26,59,4541581,1764730,815,2743639
목2동시장,양천구,목2동,188802,449649,21,46,64888155,31718861,18792,24957614
송화벽화시장(송화골목시장),강서구,발산1동,185468,449994,12,44,124881628,60951013,36288,49373531
화곡중앙시장,강서구,화곡1동,185783,448352,29,46,110392136,60943563,37486,43214459
까치산시장,강서구,화곡8동,186491,448139,27,46,129074453,68300211,49101,46425429
"남부골목시장(남부화곡시장, 남부시장)",강서구,화곡4동,187694,448184,29,53,89938895,59845356,18751,36095744
개봉중앙시장,구로구,개봉2동,187149,443562,91,55,197591401,102014857,49915,93771867
고척골목시장상점가(그라운드 고척),구로구,고척1동,187952,444881,1,56,35678721,19622299,13153,15624097
구로시장,구로구,구로4동,189872,443283,3,59,19151922,7161425,3414,14480364
남구로시장,구로구,구로4동,189966,443409,15,46,703284,1250001,317,1142197
대명여울빛거리시장(대명시장),금천구,시흥1동,191342,439355,5,34,229748455,116659984,50868,79928817
비단길현대시장(현대시장),금천구,시흥1동,191404,439747,17,49,105627787,54519836,22835,50669011
은행나무시장,금천구,시흥5동,192025,439150,24,46,32901164,17541967,11574,14984044
선유도역 골목형상점가,영등포구,양평2동,190776,448469,6,46,199706258,35394871,22712,126059265
영등포청과시장(조광시장),영등포구,당산1동,191260,446913,23,31,8038067,3715162,1342,5694293
영진시장A동,영등포구,신길6동,192568,444551,1,72,4100527,901448,1244,0
신대방1동골목상권,동작구,신대방1동,191941,443427,3,51,97387716,44541229,33145,45169829
성대전통시장(성대시장),동작구,상도3동,193904,444409,14,63,209378623,120577331,96087,78876821
상도약수골목형상점가,동작구,상도4동,195047,444141,11,54,24699637,13523659,7489,11627222
상도전통시장,동작구,상도1동,195763,444418,14,58,130501030,73746045,6248,13069704
남성역골목시장,동작구,사당4동,197564,442670,5,51,15990289,12823210,6641,9182520
남성사계시장(남성시장),동작구,사당2동,198271,443197,2,26,521376263,301138873,168031,198299350
사당1동먹자골목상점가(사당1동먹자골목),동작구,사당1동,198283,442093,4,40,673140707,316610178,98099,205312957
조원동 펭귄시장(신림중앙시장),관악구,조원동,192141,442580,17,50,5159595,1389539,802,3287233
미성동 도깨비시장 골목형상점가,관악구,미성동,192599,441665,9,48,40656153,23634793,12864,17798348
서원동상점가,관악구,서원동,193691,442612,1,13,1387576675,921533462,327263,380745120
영림시장,관악구,청룡동,194966,442472,27,59,173613825,81336288,59872,72537362
봉천중앙시장,관악구,중앙동,195973,442762,2,53,75433204,29709553,28782,30998244
관악중부시장,관악구,행운동,196125,442778,3,42,154320109,77106577,38000,69338634
인헌시장(원당종합시장),관악구,인헌동,196979,441661,9,56,126063211,78375224,43012,62707905
영동전통시장,강남구,논현1동,202138,445525,16,44,54308726,21293499,13303,11001641
강남언주로,강남구,역삼1동,203794,445045,4,52,238086600,40857007,33496,141675333
새마을시장,송파구,잠실본동,207534,445500,48,40,188391460,103338383,60509,68614076
석촌시장,송파구,석촌동,209466,444551,17,42,11343731,5263277,1278,5872866
방이시장,송파구,방이2동,210214,445738,184,49,510633140,237511745,102099,193249114
풍납시장,송파구,풍납1동,210613,448663,28,53,43882180,22541912,7841,20932475
문정동 로데오거리 상점가(문정동 로데오거리),송파구,가락본동,210897,443396,19,56,57035626,29536442,10106,24175230
로데오거리상점가,강동구,천호2동,211228,448860,1,17,425719030,246184842,93963,126368460
장신구 특화거리 상점가,강동구,성내1동,211418,447594,35,43,14004150,11630319,1317,10153914
고분다리전통시장,강동구,천호3동,211771,449208,9,49,10412017,3445862,1728,2739070
둔촌역전통시장,강동구,성내3동,211868,447599,29,58,3616385,2007210,803,592790
길동복조리시장,강동구,길동,212690,448844,17,61,28033252,14801855,11055,13713852
이태원 관광특구,용산구,이태원1동,199498,448311,53,78,2672510091,1577401776,390002,1125270243
동대문패션타운 관광특구,중구,광희동,200996,451976,2,68,1503211693,474682657,326470,440242187
잠실 관광특구,송파구,방이2동,210188,446334,27,83,5211051206,3309628456,812513,2435977598
